Unnamed: 0,UID,Gender,Age,YearInCollege,Education,State,Major,JobExperience,TaskID,Complexity,Category,CorrectAnswer,UserAnswer,Duration,source_file
4,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,5,L-2,Concatenation,3,3,22.657,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
5,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,6,L-2,Interpolation,4,3,11.003,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
6,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,7,L-4,Concatenation,4,4,29.49,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
7,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,8,L-4,Interpolation,1,1,33.125,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
8,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,9,L-3,Concatenation,3,3,13.821,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
9,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,10,L-3,Interpolation,2,2,18.706,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
10,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,11,L-4,Concatenation,3,3,17.958,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
11,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,12,L-4,Interpolation,1,1,43.847,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
12,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,13,L-2,Concatenation,4,4,8.254,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
13,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,14,L-2,Interpolation,2,2,4.889,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
14,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,15,L-3,Concatenation,1,1,15.831,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
15,8c05e2c0,Male,25-35,Senior,Some college/university,Nevada,Computer Science,5,16,L-3,Interpolation,3,3,16.727,AKIAYPZKJUD4MSKJLBUZ_v_20250429T050514_bDJtj9xF2TtnhkvqNW14IWhb26F.VyGD.csv
0,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,1,L-1,Concatenation,2,2,12.042,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
1,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,2,L-1,Interpolation,1,1,15.545,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
2,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,3,L-2,Concatenation,1,1,15.199,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
3,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,4,L-2,Interpolation,2,2,8.258,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
4,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,5,L-2,Concatenation,3,3,10.008,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
5,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,6,L-2,Interpolation,4,3,9.649,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
6,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,7,L-4,Concatenation,4,4,25.316,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
7,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,8,L-4,Interpolation,1,2,17.582,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
8,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,9,L-3,Concatenation,3,3,18.591,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
9,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,10,L-3,Interpolation,2,2,13.411,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
10,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,11,L-4,Concatenation,3,3,14.488,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
11,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,12,L-4,Interpolation,1,1,21.534,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
12,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,13,L-2,Concatenation,4,4,8.637,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
13,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,14,L-2,Interpolation,2,2,9.124,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
14,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,15,L-3,Concatenation,1,1,21.78,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
15,450da20d,Prefer not to say,18-24,Junior,Associate Degree,Nevada,Computer Science,1,16,L-3,Interpolation,3,3,16.662,AKIAYPZKJUD4MSKJLBUZ_v_20250429T052328_uepS0hlhfQbnsPGu47yVDhoiW8.xu8ET.csv
0,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,1,L-1,Concatenation,2,2,20.14,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
1,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,2,L-1,Interpolation,1,1,10.65,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
2,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,3,L-2,Concatenation,1,4,11.769,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
3,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,4,L-2,Interpolation,2,2,23.611,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
4,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,5,L-2,Concatenation,3,3,10.724,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
5,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,6,L-2,Interpolation,4,3,6.988,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
6,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,7,L-4,Concatenation,4,4,33.173,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
7,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,8,L-4,Interpolation,1,1,12.234,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
8,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,9,L-3,Concatenation,3,3,18.413,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
9,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,10,L-3,Interpolation,2,2,55.886,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
10,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,11,L-4,Concatenation,3,3,14.64,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
11,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,12,L-4,Interpolation,1,1,20.797,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
12,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,13,L-2,Concatenation,4,4,11.771,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
13,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,14,L-2,Interpolation,2,2,10.51,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
14,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,15,L-3,Concatenation,1,1,19.99,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
15,07fee40e,Male,18-24,Sophomore,High School / GED,Nevada,Computer Science,1,16,L-3,Interpolation,3,3,8.687,AKIAYPZKJUD4MSKJLBUZ_v_20250429T055809_uYeGpiRI_2vrKzJavMu1NzHdRR87JpQd.csv
0,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,1,L-1,Concatenation,2,2,17.01,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
1,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,2,L-1,Interpolation,1,1,4.476,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
2,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,3,L-2,Concatenation,1,4,12.479,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
3,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,4,L-2,Interpolation,2,2,113.531,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
4,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,5,L-2,Concatenation,3,3,5.582,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
5,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,6,L-2,Interpolation,4,3,10.672,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
6,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,7,L-4,Concatenation,4,2,46.826,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
7,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,8,L-4,Interpolation,1,1,11.266,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
8,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,9,L-3,Concatenation,3,1,17.092,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
9,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,10,L-3,Interpolation,2,2,10.724,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
10,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,11,L-4,Concatenation,3,1,2.55,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
11,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,12,L-4,Interpolation,1,1,39.332,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
12,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,13,L-2,Concatenation,4,4,26.142,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
13,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,14,L-2,Interpolation,2,2,26.423,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
14,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,15,L-3,Concatenation,1,1,45.953,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
15,a101ccac,Male,18-24,Sophomore,Some college/university,Nevada,Computer Science,0,16,L-3,Interpolation,3,3,21.759,AKIAYPZKJUD4MSKJLBUZ_v_20250429T065312_ZhysAgTk6RfQQWDs5Z0lEk51mJgmZhaP.csv
0,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,1,L-1,Concatenation,2,2,21.798,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
1,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,2,L-1,Interpolation,1,1,15.212,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
2,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,3,L-2,Concatenation,1,4,32.25,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
3,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,4,L-2,Interpolation,2,2,70.364,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
4,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,5,L-2,Concatenation,3,3,28.347,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
5,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,6,L-2,Interpolation,4,3,13.673,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
6,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,7,L-4,Concatenation,4,4,44.162,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
7,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,8,L-4,Interpolation,1,2,35.485,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
8,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,9,L-3,Concatenation,3,3,60.836,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
9,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,10,L-3,Interpolation,2,2,42.887,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
10,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,11,L-4,Concatenation,3,3,23.957,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
11,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,12,L-4,Interpolation,1,1,22.819,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
12,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,13,L-2,Concatenation,4,4,24.106,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
13,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,14,L-2,Interpolation,2,2,16.273,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
14,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,15,L-3,Concatenation,1,1,35.057,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
15,9fdb488e,Male,25-35,Senior,Some college/university,Nevada,Guitar Performance,1,16,L-3,Interpolation,3,3,24.862,AKIAYPZKJUD4MSKJLBUZ_v_20250429T074630_jkSAUoPgIhJNMJOfzxOYXq7b7m6NLVke.csv
0,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,1,L-1,Concatenation,2,2,36.926,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
1,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,2,L-1,Interpolation,1,1,14.958,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
2,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,3,L-2,Concatenation,1,4,30.577,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
3,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,4,L-2,Interpolation,2,4,2.616,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
4,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,5,L-2,Concatenation,3,3,40.728,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
5,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,6,L-2,Interpolation,4,3,13.816,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
6,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,7,L-4,Concatenation,4,4,55.873,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
7,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,8,L-4,Interpolation,1,2,38.553,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
8,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,9,L-3,Concatenation,3,3,23.208,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
9,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,10,L-3,Interpolation,2,2,36.016,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
10,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,11,L-4,Concatenation,3,3,40.585,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
11,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,12,L-4,Interpolation,1,1,29.208,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
12,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,13,L-2,Concatenation,4,4,36.568,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
13,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,14,L-2,Interpolation,2,2,13.952,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
14,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,15,L-3,Concatenation,1,1,27.408,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
15,548a9462,Male,25-35,Junior,Some college/university,NV,Computer Engineering,5,16,L-3,Interpolation,3,4,24.529,AKIAYPZKJUD4MSKJLBUZ_v_20250429T145822_ypez0SzvVJuY_W7l8jWa2AIbt1TYRLUc.csv
0,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,1,L-1,Concatenation,2,2,28.4,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
1,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,2,L-1,Interpolation,1,1,20.567,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
2,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,3,L-2,Concatenation,1,4,56.3,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
3,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,4,L-2,Interpolation,2,2,26.186,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
4,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,5,L-2,Concatenation,3,3,32.48,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
5,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,6,L-2,Interpolation,4,3,29.756,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
6,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,7,L-4,Concatenation,4,4,89.859,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
7,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,8,L-4,Interpolation,1,4,54.478,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
8,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,9,L-3,Concatenation,3,3,33.341,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
9,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,10,L-3,Interpolation,2,2,37.193,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
10,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,11,L-4,Concatenation,3,3,41.799,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
11,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,12,L-4,Interpolation,1,1,69.242,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
12,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,13,L-2,Concatenation,4,4,32.687,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
13,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,14,L-2,Interpolation,2,2,32.164,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
14,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,15,L-3,Concatenation,1,1,30.142,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
15,002de4ae,Male,25-35,Not Applicable,Ph. D.,Québec,Software Engineering,2,16,L-3,Interpolation,3,3,0.894,AKIAYPZKJUD4MSKJLBUZ_v_20250429T162407_.xM5yYwLvacz9XoBBbqPqthC2P5hGAzE.csv
0,67b8e5b8,Male,18-24,Freshman,High School / GED,Nevada,Computer Engineering,2,1,L-1,Concatenation,2,2,13.718,AKIAYPZKJUD4MSKJLBUZ_v_20250429T170725_p5NUK8bkLKBpKEAcCSXmbZmADuGHvvKU.csv
1,67b8e5b8,Male,18-24,Freshman,High School / GED,Nevada,Computer Engineering,2,2,L-1,Interpolation,1,1,14.494,AKIAYPZKJUD4MSKJLBUZ_v_20250429T170725_p5NUK8bkLKBpKEAcCSXmbZmADuGHvvKU.csv
